Company,Date Posted,Job_Description,Location,Title
Marriott International,10/6/2016,"Complete final breakdown of function, by cleaning the room, and cleaning and returning equipment to its proper location. Complete closing duties, including storing all reusable goods, locking doors, breaking down goods, etc. Set up, stock, and maintain work areas. Monitor and maintain cleanliness, s ...","Greenbelt, MD",Banquet Housemen
Falcons Landing,10/6/2016,"Server Assistant Shifts PRN/On call Qualifications Performs a variety of services in the dining room including setting and clearing assigned tables, and assist the servers. Must have the ability to effectively communicate with residents, guests and staff ...","Potomac Falls, VA",Server Assistant
Falcons Landing,10/6/2016,Cook Shifts Full time PRN/On call Qualifications 2 years line cook experience Banquet & Garde Manger experience desired Ability to communicate effectively ...,"Potomac Falls, VA",Cook
Falcons Landing,10/6/2016,"Server Shifts Part time PRN/On call Qualifications Performs a variety of services in the dining room including waiting on assigned tables, taking orders, setting and bussing tables; Must have the ability to effectively communicate with residents, guests and staff. ...","Potomac Falls, VA",Server
Falcons Landing,10/6/2016,"JC Server Shifts Part time Qualifications Provides assistance in all dining services functions in The Johnson Center Perform a variety of assignments such as preparation of items for trays, serving in the dining room, and cleaning as assigned by supervisor Must have the ability to effectively commun ...","Potomac Falls, VA",JC Server
Falcons Landing,10/6/2016,"Steward Shifts PRN/On call Performs a variety of tasks which include dishwashing, pot washing and washing floors Up to six months related experience or training Overall upkeep and organization of kitchen utensils, pots & pans Ability to communicate effectively ...","Potomac Falls, VA",Steward
Doctors Community Hospital,10/6/2016,"High school diploma/GED required. Must have previous food experience in a similar position preferred. Must have the knowledge of or be able to learn basic food handling techniques. Ability to read & write in english and perform math in order to read forms, menus, cash operations reports, etc. Assist ...","Lanham, MD",Food Service Worker
Marriott International,10/6/2016,"Greet guests and determine the number in their party. Seat guests by finding a clean, available table; pulling out chairs; placing clean/current menu in front of guest, etc. Guide guests through the dining rooms and provide any needed assistance. Move and arrange tables, chairs, and settings and org ...","Washington, DC",Host / Hostess
Marriott International,10/6/2016,"Serve food courses and alcoholic beverages to guests. Set tables according to type of event and service standards. Answer questions on menu selections. Communicate with the kitchen regarding menu questions, the length of wait, recook orders, and product availability. Communicate additional meal requ ...","Vienna, VA",Server
MGM National Harbor,10/5/2016,"Assistant Restaurant Manger(s) Service staff EDUCATION and/or EXPERIENCE Required Bachelor's Degree in Business Management, Hospitality, or related field or equivalent work experience. At least five (5) years of management experience in a high volume restaurant, preferably in a casino environment th ...","Oxon Hill, MD",Assistant General Manager - FISH
Marriott International,10/5/2016,"Two to three sentences describing the overall purpose of the job Clean and sanitize all food service and preparation ware. Maintain cleanliness and sanitation in the dish rooms and kitchen areas. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions  ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Steward (U)- National Pastime (Seasonal)
Marriott International,10/5/2016,"Two to three sentences describing the overall purpose of the job Responsible for food production, preparation and a la carte cooking according to company standards. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions from longest to shortest; do no ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Cook I (U)- National Pastime (Seasonal)
Marriott International,10/5/2016,"Two to three sentences describing the overall purpose of the job Responsible for food production, food preparation and a la carte line cooking according to company standards. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions from longest to short ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Cook II (U)- National Pastime (Seasonal)
Marriott International,10/5/2016,"Two to three sentences describing the overall purpose of the job Responsible for food production, food preparation and a la carte line cooking according to company standards. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions from longest to short ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Cook II (U)- Old Hickory (Seasonal)
Marriott International,10/5/2016,"Two to three sentences describing the overall purpose of the job Clean and sanitize all food service and preparation ware. Maintain cleanliness and sanitation in the dish rooms and kitchen areas. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions  ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Steward (U)- Pienza (Seasonal)
Five Star Quality Care,10/5/2016,"At this time, we are seeking a Waiter/Server to join our team! Responsibilities include, but are not limited to Takes resident(s) meal orders and serves meals correctly and efficiently Delivers trays to rooms of ill residents Sets tables with napkins and tableware Refills condiments and salt and pep ...","Silver Spring, MD",Waiter/server
Hyatt,10/5/2016,Restaurant servers are responsible for submitting guest menu selections and presenting these food and beverage preferences. The right person will gain menu knowledge and give recommendations from our compilation of cuisine and drink offerings. A Hyatt restaurant server will engage in casual conversa ...,"Washington, DC",Cure Bar & Bistro - Restaurant Server
Marriott International,10/5/2016,"Complete closing duties, including storing all reusable goods, breaking down goods, cleaning all equipment and areas, returning equipment to proper locations, locking refrigerators, restocking items, turning off lights, locking doors, and completing daily cleaning checklist. Set up, stock, and maint ...","Washington, DC",Food & Beverage Attendant
Marriott International,10/5/2016,"Serve food courses and alcoholic beverages to guests. Set tables according to type of event and service standards. Answer questions on menu selections. Communicate with the kitchen regarding menu questions, the length of wait, recook orders, and product availability. Communicate additional meal requ ...","Baltimore, MD",Server
HMSHost Corporation,10/5/2016,"The Barista is responsible for fulfilling orders and completing sales transactions within a Starbucks establishment and performing other support functions which may include cleaning the food preparation, customer seating or stock areas and maintaining inventory; performs all other responsibilities a ...","Washington, DC",Starbuck's Barista DCA (Ronald Reagan Airport)
Marriott International,10/5/2016,"The Bistro at Courtyard is a chic, fast casual concept restaurant offering an eclectic menu including a variety of refreshing to go options as well as full sit down fare including cocktails, wine, beer, and Starbucks coffee. Our Bistro Team Members master a wide variety of food & beverage functions, ...","Greenbelt, MD",Bistro Team Member
Five Star Quality Care,10/5/2016,"At this time we are seeking a Cook to join our team! Responsibilities of the Cook include, but are not limited to Preparation of a wide variety of menu items according to prescribed recipes Cleans and maintains work areas, utensils, and equipment Consistently maintains standards of quality, cost, pr ...","Severna Park, MD",Cook
Five Star Quality Care,10/5/2016,"At this time, we are seeking a Waiter/Server to join our team! Responsibilities include, but are not limited to Takes resident(s) meal orders and serves meals correctly and efficiently Sets tables with napkins and tableware Refills condiments and salt and pepper shakers Sets up and keeps salad and d ...","Ellicott City, MD",Waiter/server
Five Star Quality Care,10/5/2016,"At this time, we are seeking a Waiter/Server to join our team! Responsibilities include, but are not limited to Takes resident(s) meal orders and serves meals correctly and efficiently Sets tables with napkins and tableware Refills condiments and salt and pepper shakers Sets up and keeps salad and d ...","Ellicott City, MD",Waiter/server
